Row.names	AA	eff	DGE	TF	other	relevance	total	Best.hit.arabi.name	arabi.symbol	arabi.defline	description
Gohir.A07G201300	TRUE	TRUE	FALSE	FALSE	FALSE	1	3	AT5G48800	none	Phototropic-responsive NPH3 family protein	Plant growth
Gohir.A07G204700	TRUE	TRUE	FALSE	FALSE	FALSE	1	3	AT5G44030	CESA4IRX5NWS2	cellulose synthase A4	fiber
Gohir.A07G212300	TRUE	TRUE	FALSE	TRUE	FALSE	0	3	AT3G23230	none	Integrase-type DNA-binding superfamily protein	.
Gohir.D02G076700	TRUE	TRUE	FALSE	FALSE	FALSE	1	3	AT1G21270	WAK2	wall-associated kinase 2	cytoplasmic serine/threonine protein kinase induced by salicylic acid. mutant plants exhibit a loss of cell expansion and dependence on sugars and salts for seedling growth affecting the expression and activity of vacuolar invertase
Gohir.D02G077100	TRUE	TRUE	FALSE	FALSE	FALSE	1	3	AT1G21270	WAK2	wall-associated kinase 2	cytoplasmic serine/threonine protein kinase induced by salicylic acid. mutant plants exhibit a loss of cell expansion and dependence on sugars and salts for seedling growth affecting the expression and activity of vacuolar invertase
Gohir.D02G077200	TRUE	TRUE	FALSE	FALSE	FALSE	1	3	AT1G21270	WAK2	wall-associated kinase 2	cytoplasmic serine/threonine protein kinase induced by salicylic acid. mutant plants exhibit a loss of cell expansion and dependence on sugars and salts for seedling growth affecting the expression and activity of vacuolar invertase
Gohir.D02G157000	TRUE	TRUE	TRUE	FALSE	FALSE	0	3	AT1G13040	none	Pentatricopeptide repeat (PPR-like) superfamily protein	.
Gohir.D02G158500	TRUE	TRUE	FALSE	FALSE	FALSE	1	3	AT1G12980	DRNESR1	Integrase-type DNA-binding superfamily protein	nvolved in controlling embryogenesis and embryo patterning by interaction with PHAVOLUTA.
Gohir.D02G159000	TRUE	TRUE	TRUE	FALSE	FALSE	0	3	AT1G70600	none	Ribosomal protein L18e/L15 superfamily protein	.
Gohir.D02G162400	TRUE	TRUE	TRUE	FALSE	FALSE	0	3	AT1G23740	none	Oxidoreductase zinc-binding dehydrogenase family protein	.
Gohir.D02G165100	TRUE	TRUE	FALSE	FALSE	FALSE	1	3	AT1G70230	TBL27	TRICHOME BIREFRINGENCE-LIKE 27	members of this gene family are known to be involved in the synthesis and deposition of cellulose in secondary cell walls (Bischoff Selbig and Scheible 2010)
Gohir.D05G158200	TRUE	TRUE	TRUE	FALSE	FALSE	0	3	AT1G26480	GF14 IOTAGRF12	general regulatory factor 12	.
Gohir.D05G162900	TRUE	TRUE	TRUE	FALSE	FALSE	0	3	AT5G49760	none	Leucine-rich repeat protein kinase family protein	.
Gohir.D05G169200	TRUE	TRUE	TRUE	FALSE	FALSE	0	3	AT4G05090	none	Inositol monophosphatase family protein	.
Gohir.D10G096400	TRUE	TRUE	FALSE	TRUE	FALSE	0	3	AT4G36990	AT-HSFB1ATHSF4HSF4HSFB1	heat shock factor 4	.
Gohir.D10G099100	TRUE	TRUE	FALSE	FALSE	FALSE	1	3	AT4G37770	ACS8	1-amino-cyclopropane-1-carboxylate synthase 8	ethylene biosynthesis
Gohir.A01G032100	TRUE	TRUE	FALSE	FALSE	FALSE	0	2	AT3G06520	none	agenet domain-containing protein	.
Gohir.A01G032400	TRUE	TRUE	FALSE	FALSE	FALSE	0	2	AT1G48110	ECT7	evolutionarily conserved C-terminal region 7	.
Gohir.A01G032500	TRUE	TRUE	FALSE	FALSE	FALSE	0	2	AT5G18500	none	Protein kinase superfamily protein	.
Gohir.A01G032800	TRUE	TRUE	FALSE	FALSE	FALSE	0	2	AT4G15800	RALFL33	ralf-like 33	.
Gohir.A01G033400	TRUE	TRUE	FALSE	FALSE	FALSE	0	2	AT3G06778	none	Chaperone DnaJ-domain superfamily protein	.
Gohir.A01G033500	TRUE	TRUE	FALSE	FALSE	FALSE	0	2	AT3G16857	ARR1RR1	response regulator 1	.
Gohir.A01G033600	TRUE	TRUE	FALSE	FALSE	FALSE	0	2	AT4G16110	ARR2RR2	response regulator 2	.
Gohir.A01G033700	TRUE	TRUE	FALSE	FALSE	FALSE	0	2	AT3G06740	GATA15	GATA transcription factor 15	.
Gohir.A01G034700	TRUE	TRUE	FALSE	FALSE	FALSE	0	2	AT3G17060	none	Pectin lyase-like superfamily protein	.
Gohir.A01G035300	TRUE	TRUE	FALSE	FALSE	FALSE	0	2	AT3G17152	none	Plant invertase/pectin methylesterase inhibitor superfamily protein	.
Gohir.A01G035500	TRUE	TRUE	FALSE	FALSE	FALSE	0	2	AT3G48810	none	Pentatricopeptide repeat (PPR) superfamily protein	.
Gohir.A01G035900	FALSE	TRUE	FALSE	FALSE	FALSE	1	2	AT1G02400	ATGA2OX4ATGA2OX6DTA1GA2OX6	gibberellin 2-oxidase 6	Development of cotton fibers is positively affected by a number of phytohormones including auxin gibberellins and brassinosteroids (BRs) (Delanghe 1986 Sun et al. 2004). Sun 2005 Plant Cell & Phys
Gohir.A01G036000	TRUE	TRUE	FALSE	FALSE	FALSE	0	2	AT1G48110	ECT7	evolutionarily conserved C-terminal region 7	.
Gohir.A01G036500	TRUE	TRUE	FALSE	FALSE	FALSE	0	2	AT1G79610	ATNHX6NHX6	Na+/H+ antiporter 6	.
Gohir.A01G036600	TRUE	TRUE	FALSE	FALSE	FALSE	0	2	AT3G24000	none	Tetratricopeptide repeat (TPR)-like superfamily protein	.
Gohir.A01G036800	TRUE	TRUE	FALSE	FALSE	FALSE	0	2	AT3G14370	WAG2	Protein kinase superfamily protein	.
Gohir.A01G036900	TRUE	TRUE	FALSE	FALSE	FALSE	0	2	AT1G79030	none	Chaperone DnaJ-domain superfamily protein	.
Gohir.A01G037000	TRUE	TRUE	FALSE	FALSE	FALSE	0	2	AT1G16670	none	Protein kinase superfamily protein	.
Gohir.A01G037500	TRUE	TRUE	FALSE	FALSE	FALSE	0	2	AT1G71490	none	Tetratricopeptide repeat (TPR)-like superfamily protein	.
Gohir.A01G037600	TRUE	TRUE	FALSE	FALSE	FALSE	0	2	AT1G11330	none	S-locus lectin protein kinase family protein	.
Gohir.A01G037700	TRUE	TRUE	FALSE	FALSE	FALSE	0	2	AT1G11330	none	S-locus lectin protein kinase family protein	.
Gohir.A01G037800	TRUE	TRUE	FALSE	FALSE	FALSE	0	2	AT1G11330	none	S-locus lectin protein kinase family protein	.
Gohir.A01G037900	TRUE	TRUE	FALSE	FALSE	FALSE	0	2	AT1G11330	none	S-locus lectin protein kinase family protein	.
Gohir.A01G038000	TRUE	TRUE	FALSE	FALSE	FALSE	0	2	AT1G11330	none	S-locus lectin protein kinase family protein	.
Gohir.A01G038100	TRUE	TRUE	FALSE	FALSE	FALSE	0	2	AT1G11330	none	S-locus lectin protein kinase family protein	.
Gohir.A01G038200	TRUE	TRUE	FALSE	FALSE	FALSE	0	2	AT1G11330	none	S-locus lectin protein kinase family protein	.
Gohir.A01G038700	TRUE	TRUE	FALSE	FALSE	FALSE	0	2	AT1G56200	emb1303	embryo defective 1303	.
Gohir.A01G039300	TRUE	TRUE	FALSE	FALSE	FALSE	0	2	AT3G12940	none	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein	.
Gohir.A01G039800	TRUE	TRUE	FALSE	FALSE	FALSE	0	2	AT3G12900	none	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein	.
Gohir.A01G039900	TRUE	TRUE	FALSE	FALSE	FALSE	0	2	AT3G12900	none	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein	.
Gohir.A01G040800	TRUE	TRUE	FALSE	FALSE	FALSE	0	2	AT4G25210	none	DNA-binding storekeeper protein-related transcriptional regulator	.
Gohir.A01G041100	TRUE	TRUE	FALSE	FALSE	FALSE	0	2	AT3G14420	none	Aldolase-type TIM barrel family protein	.
Gohir.A01G041300	TRUE	TRUE	FALSE	FALSE	FALSE	0	2	AT3G14440	ATNCED3NCED3SIS7STO1	nine-cis-epoxycarotenoid dioxygenase 3	.
Gohir.A01G042100	TRUE	TRUE	FALSE	FALSE	FALSE	0	2	AT1G17110	UBP15	ubiquitin-specific protease 15	.
Gohir.A01G042200	TRUE	TRUE	FALSE	FALSE	FALSE	0	2	AT1G17100	none	SOUL heme-binding family protein	.
Gohir.A01G042300	TRUE	TRUE	FALSE	FALSE	FALSE	0	2	AT1G61580	ARP2RPL3B	R-protein L3 B	.
Gohir.A01G042400	TRUE	TRUE	FALSE	FALSE	FALSE	0	2	AT1G67000	none	Protein kinase superfamily protein	.
Gohir.A01G042500	TRUE	TRUE	FALSE	FALSE	FALSE	0	2	AT5G39020	none	Malectin/receptor-like protein kinase family protein	.
Gohir.A01G042600	TRUE	TRUE	FALSE	FALSE	FALSE	0	2	AT5G49290	ATRLP56RLP56	receptor like protein 56	.
Gohir.A01G043400	TRUE	TRUE	FALSE	FALSE	FALSE	0	2	AT2G21840	none	Cysteine/Histidine-rich C1 domain family protein	.
Gohir.A01G043500	TRUE	TRUE	FALSE	FALSE	FALSE	0	2	AT1G53590	NTMC2T6.1NTMC2TYPE6.1	Calcium-dependent lipid-binding (CaLB domain) family protein	.
Gohir.A01G043700	TRUE	TRUE	FALSE	FALSE	FALSE	0	2	AT1G53580	ETHE1GLX2-3GLY3	glyoxalase II  3	.
Gohir.A01G043800	TRUE	TRUE	FALSE	FALSE	FALSE	0	2	AT1G17080	none	Ribosomal protein L18ae family	.
Gohir.A01G044300	TRUE	TRUE	FALSE	FALSE	FALSE	0	2	AT3G14690	CYP72A15	cytochrome P450 family 72 subfamily A polypeptide 15	.
Gohir.A01G044500	TRUE	TRUE	FALSE	FALSE	FALSE	0	2	AT3G14690	CYP72A15	cytochrome P450 family 72 subfamily A polypeptide 15	.
Gohir.A01G045100	TRUE	TRUE	FALSE	FALSE	FALSE	0	2	AT2G02120	LCR70PDF2.1	Scorpion toxin-like knottin superfamily protein	.
Gohir.A01G045500	TRUE	TRUE	FALSE	FALSE	FALSE	0	2	AT1G78530	none	Protein kinase superfamily protein	.
Gohir.A01G045700	TRUE	TRUE	FALSE	FALSE	FALSE	0	2	AT1G12220	RPS5	Disease resistance protein (CC-NBS-LRR class) family	.
Gohir.A01G045900	TRUE	TRUE	FALSE	FALSE	FALSE	0	2	AT4G27190	none	NB-ARC domain-containing disease resistance protein	.
Gohir.A01G046000	TRUE	TRUE	FALSE	FALSE	FALSE	0	2	AT4G10780	none	LRR and NB-ARC domains-containing disease resistance protein	.
Gohir.A01G046100	TRUE	TRUE	FALSE	FALSE	FALSE	0	2	AT4G27220	none	NB-ARC domain-containing disease resistance protein	.
Gohir.A01G046200	TRUE	TRUE	FALSE	FALSE	FALSE	0	2	AT1G12290	none	Disease resistance protein (CC-NBS-LRR class) family	.
Gohir.A01G046400	TRUE	TRUE	FALSE	FALSE	FALSE	0	2	AT2G21110	none	Disease resistance-responsive (dirigent-like protein) family protein	.
Gohir.A01G046700	TRUE	TRUE	FALSE	FALSE	FALSE	0	2	AT1G17020	ATSRG1SRG1	senescence-related gene 1	.
Gohir.A01G046900	TRUE	TRUE	FALSE	FALSE	FALSE	0	2	AT1G78560	none	Sodium Bile acid symporter family	.
Gohir.A01G047100	FALSE	TRUE	FALSE	FALSE	FALSE	1	2	AT1G78570	ATRHM1RHM1ROL1	rhamnose biosynthesis 1	Encodes a UDP-L-Rhamnose synthase involved in the biosynthesis of rhamnose a major monosaccharide component of pectin
Gohir.A01G047400	TRUE	TRUE	FALSE	FALSE	FALSE	0	2	AT4G27190	none	NB-ARC domain-containing disease resistance protein	.
Gohir.A01G048000	TRUE	TRUE	FALSE	FALSE	FALSE	0	2	AT5G38280	PR5K	PR5-like receptor kinase	.
Gohir.A01G048500	TRUE	TRUE	FALSE	FALSE	FALSE	0	2	AT3G14840	none	Leucine-rich repeat transmembrane protein kinase	.
Gohir.A01G048600	TRUE	TRUE	FALSE	FALSE	FALSE	0	2	AT3G14840	none	Leucine-rich repeat transmembrane protein kinase	.
Gohir.A01G049000	TRUE	TRUE	FALSE	FALSE	FALSE	0	2	AT5G20480	EFR	EF-TU receptor	.
Gohir.A01G050100	FALSE	TRUE	TRUE	FALSE	FALSE	0	2	AT1G63070	none	pentatricopeptide (PPR) repeat-containing protein	.
Gohir.A01G050700	TRUE	TRUE	FALSE	FALSE	FALSE	0	2	AT4G38700	none	Disease resistance-responsive (dirigent-like protein) family protein	.
Gohir.A01G051000	TRUE	TRUE	FALSE	FALSE	FALSE	0	2	AT1G78650	POLD3	DNA-directed DNA polymerases	.
Gohir.A01G051300	TRUE	TRUE	FALSE	FALSE	FALSE	0	2	AT3G47570	none	Leucine-rich repeat protein kinase family protein	.
Gohir.A01G051700	TRUE	TRUE	FALSE	FALSE	FALSE	0	2	AT3G47570	none	Leucine-rich repeat protein kinase family protein	.
Gohir.A01G052100	TRUE	TRUE	FALSE	FALSE	FALSE	0	2	AT1G16970	ATKU70KU70	KU70 homolog	.
Gohir.A01G052200	TRUE	TRUE	FALSE	FALSE	FALSE	0	2	AT5G38260	none	Protein kinase superfamily protein	.
Gohir.A01G052300	TRUE	TRUE	FALSE	FALSE	FALSE	0	2	AT5G38260	none	Protein kinase superfamily protein	.
Gohir.A01G053700	FALSE	TRUE	TRUE	FALSE	FALSE	0	2	AT1G78800	none	UDP-Glycosyltransferase superfamily protein	.
Gohir.A01G054300	TRUE	TRUE	FALSE	FALSE	FALSE	0	2	AT3G14890	none	phosphoesterase	.
Gohir.A01G054500	TRUE	TRUE	FALSE	FALSE	FALSE	0	2	AT3G05660	AtRLP33RLP33	receptor like protein 33	.
Gohir.A01G054700	TRUE	TRUE	FALSE	FALSE	FALSE	0	2	AT1G45616	AtRLP6RLP6	receptor like protein 6	.
Gohir.A01G054800	TRUE	TRUE	FALSE	FALSE	FALSE	0	2	AT1G45616	AtRLP6RLP6	receptor like protein 6	.
Gohir.A01G055100	TRUE	TRUE	FALSE	FALSE	FALSE	0	2	AT3G14930	HEME1	Uroporphyrinogen decarboxylase	.
Gohir.A01G055400	TRUE	TRUE	FALSE	FALSE	FALSE	0	2	AT1G78860	none	D-mannose binding lectin protein with Apple-like carbohydrate-binding domain	.
Gohir.A01G055900	TRUE	TRUE	FALSE	FALSE	FALSE	0	2	AT5G45880	none	Pollen Ole e 1 allergen and extensin family protein	.
Gohir.A01G056200	TRUE	TRUE	FALSE	FALSE	FALSE	0	2	AT1G53300	TTL1	tetratricopetide-repeat thioredoxin-like 1	.
Gohir.A01G056400	TRUE	TRUE	FALSE	FALSE	FALSE	0	2	AT3G25730	EDF3	ethylene response DNA binding factor 3	.
Gohir.A01G056500	FALSE	TRUE	TRUE	FALSE	FALSE	0	2	AT1G53290	none	Galactosyltransferase family protein	.
Gohir.A01G056800	TRUE	TRUE	FALSE	FALSE	FALSE	0	2	AT1G12740	CYP87A2	cytochrome P450 family 87 subfamily A polypeptide 2	.
Gohir.A01G056900	TRUE	TRUE	FALSE	FALSE	FALSE	0	2	AT1G12740	CYP87A2	cytochrome P450 family 87 subfamily A polypeptide 2	.
Gohir.A01G058300	TRUE	TRUE	FALSE	FALSE	FALSE	0	2	AT5G15110	none	Pectate lyase family protein	.
Gohir.A01G058900	TRUE	TRUE	FALSE	FALSE	FALSE	0	2	AT3G15050	IQD10	IQ-domain 10	.
Gohir.A01G059100	TRUE	TRUE	FALSE	FALSE	FALSE	0	2	AT1G53210	none	sodium/calcium exchanger family protein / calcium-binding EF hand family protein	.
Gohir.A01G059300	FALSE	TRUE	TRUE	FALSE	FALSE	0	2	AT3G58120	ATBZIP61BZIP61	Basic-leucine zipper (bZIP) transcription factor family protein	.
Gohir.A01G059600	TRUE	TRUE	FALSE	FALSE	FALSE	0	2	AT4G27560	none	UDP-Glycosyltransferase superfamily protein	.
Gohir.A01G059800	TRUE	TRUE	FALSE	FALSE	FALSE	0	2	AT1G53190	none	RING/U-box superfamily protein	.
Gohir.A01G060800	TRUE	TRUE	FALSE	FALSE	FALSE	0	2	AT3G15120	none	P-loop containing nucleoside triphosphate hydrolases superfamily protein	.
Gohir.A01G060900	TRUE	TRUE	FALSE	FALSE	FALSE	0	2	AT3G15140	none	Polynucleotidyl transferase ribonuclease H-like superfamily protein	.
Gohir.A01G061100	TRUE	TRUE	FALSE	FALSE	FALSE	0	2	AT5G53980	ATHB52HB52	homeobox protein 52	.
Gohir.A01G061200	TRUE	TRUE	FALSE	FALSE	FALSE	0	2	AT5G53950	ANAC098ATCUC2CUC2	NAC (No Apical Meristem) domain transcriptional regulator superfamily protein	.
Gohir.A01G061600	TRUE	TRUE	FALSE	FALSE	FALSE	0	2	AT5G53900	none	Serine/threonine-protein kinase WNK (With No Lysine)-related	.
Gohir.A01G061800	TRUE	TRUE	FALSE	FALSE	FALSE	0	2	AT3G15260	none	Protein phosphatase 2C family protein	.
Gohir.A01G062100	TRUE	TRUE	FALSE	FALSE	FALSE	0	2	AT5G53890	AtPSKR2PSKR2	phytosylfokine-alpha receptor 2	.
Gohir.A01G062500	TRUE	TRUE	FALSE	FALSE	FALSE	0	2	AT3G23560	ALF5	MATE efflux family protein	.
Gohir.A01G062600	TRUE	TRUE	FALSE	FALSE	FALSE	0	2	AT1G43780	scpl44	serine carboxypeptidase-like 44	.
Gohir.A01G062700	TRUE	TRUE	FALSE	FALSE	FALSE	0	2	AT5G48620	none	Disease resistance protein (CC-NBS-LRR class) family	.
Gohir.A01G062800	TRUE	TRUE	FALSE	FALSE	FALSE	0	2	AT5G43470	HRTRCY1RPP8	Disease resistance protein (CC-NBS-LRR class) family	.
Gohir.A01G063200	TRUE	TRUE	FALSE	FALSE	FALSE	0	2	AT1G53140	DRP5A	Dynamin related protein 5A	.
Gohir.A01G063300	TRUE	TRUE	FALSE	FALSE	FALSE	0	2	AT2G19130	none	S-locus lectin protein kinase family protein	.
Gohir.A01G063400	TRUE	TRUE	FALSE	FALSE	FALSE	0	2	AT4G27500	PPI1	proton pump interactor 1	.
Gohir.A01G063500	TRUE	TRUE	FALSE	FALSE	FALSE	0	2	AT3G15350	none	Core-2/I-branching beta-16-N-acetylglucosaminyltransferase family protein	.
Gohir.A01G063600	TRUE	TRUE	FALSE	FALSE	FALSE	0	2	AT1G53040	none	Protein of unknown function (DUF616)	.
Gohir.A01G063800	TRUE	TRUE	FALSE	FALSE	FALSE	0	2	AT3G15353	ATMT3MT3	metallothionein 3	.
Gohir.A01G090400	TRUE	TRUE	FALSE	FALSE	FALSE	0	2	AT1G55910	ZIP11	zinc transporter 11 precursor	.
Gohir.A01G090500	TRUE	TRUE	FALSE	FALSE	FALSE	0	2	AT1G55900	emb1860TIM50	Haloacid dehalogenase-like hydrolase (HAD) superfamily protein	.
Gohir.A01G090700	TRUE	TRUE	FALSE	FALSE	FALSE	0	2	AT5G55630	ATKCO1ATTPK1KCO1TPK1	Outward rectifying potassium channel protein	.
Gohir.A01G090900	TRUE	TRUE	FALSE	FALSE	FALSE	0	2	AT5G55630	ATKCO1ATTPK1KCO1TPK1	Outward rectifying potassium channel protein	.
Gohir.A01G091500	TRUE	TRUE	FALSE	FALSE	FALSE	0	2	AT5G58860	CYP86CYP86A1	cytochrome P450 family 86 subfamily A polypeptide 1	.
Gohir.A01G091600	TRUE	TRUE	FALSE	FALSE	FALSE	0	2	AT4G25434	ATNUDT10NUDT10	nudix hydrolase homolog 10	.
Gohir.A01G091800	TRUE	TRUE	FALSE	FALSE	FALSE	0	2	AT5G55830	none	Concanavalin A-like lectin protein kinase family protein	.
Gohir.A01G091900	TRUE	TRUE	FALSE	FALSE	FALSE	0	2	AT1G55870	AHG2ATPARN	Polynucleotidyl transferase ribonuclease H-like superfamily protein	.
Gohir.A01G092700	TRUE	TRUE	FALSE	FALSE	FALSE	0	2	AT5G55860	none	Plant protein of unknown function (DUF827)	.
Gohir.A01G093200	TRUE	TRUE	FALSE	FALSE	FALSE	0	2	AT4G26600	none	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein	.
Gohir.A01G093900	TRUE	TRUE	FALSE	FALSE	FALSE	0	2	AT5G56000	AtHsp90.4Hsp81.4	HEAT SHOCK PROTEIN 81.4	.
Gohir.A01G094000	TRUE	TRUE	FALSE	FALSE	FALSE	0	2	AT4G26555	none	FKBP-like peptidyl-prolyl cis-trans isomerase family protein	.
Gohir.A01G094100	TRUE	TRUE	FALSE	FALSE	FALSE	0	2	AT4G26550	none	Got1/Sft2-like vescicle transport protein family	.
Gohir.A01G094200	TRUE	TRUE	FALSE	FALSE	FALSE	0	2	AT5G56040	none	Leucine-rich receptor-like protein kinase family protein	.
Gohir.A01G094300	TRUE	TRUE	FALSE	FALSE	FALSE	0	2	AT3G44730	ATKP1KP1	kinesin-like protein 1	.
